Firma,Rok,Kod_S,Kod_C,Kod_R,Wartosc
ErgoHestia,2019,S050102,C0140,R0240,579925000.0
ErgoHestia,2019,S050102,C0010,R0300,110019000.0
ErgoHestia,2019,S050102,C0020,R0300,224735000.0
ErgoHestia,2019,S050102,C0030,R0300,2367312000.0
ErgoHestia,2019,S050102,C0040,R0300,1356980000.0
ErgoHestia,2019,S050102,C0050,R0300,20037000.0
ErgoHestia,2019,S050102,C0060,R0300,688321000.0
ErgoHestia,2019,S050102,C0070,R0300,268310000.0
ErgoHestia,2019,S050102,C0080,R0300,59471000.0
ErgoHestia,2019,S050102,C0090,R0300,718000.0
ErgoHestia,2019,S050102,C0100,R0300,155789000.0
ErgoHestia,2019,S050102,C0110,R0300,176378000.0
ErgoHestia,2019,S050102,C0130,R0300,282000.0
ErgoHestia,2019,S050102,C0140,R0300,5428352000.0
ErgoHestia,2019,S050102,C0010,R0310,22310000.0
ErgoHestia,2019,S050102,C0020,R0310,35377000.0
ErgoHestia,2019,S050102,C0030,R0310,1463013000.0
ErgoHestia,2019,S050102,C0040,R0310,907058000.0
ErgoHestia,2019,S050102,C0050,R0310,9730000.0
ErgoHestia,2019,S050102,C0060,R0310,456211000.0
ErgoHestia,2019,S050102,C0070,R0310,161513000.0
ErgoHestia,2019,S050102,C0080,R0310,60377000.0
ErgoHestia,2019,S050102,C0090,R0310,291000.0
ErgoHestia,2019,S050102,C0100,R0310,83995000.0
ErgoHestia,2019,S050102,C0110,R0310,20973000.0
ErgoHestia,2019,S050102,C0140,R0310,3220849000.0
ErgoHestia,2019,S050102,C0010,R0320,88000.0
ErgoHestia,2019,S050102,C0020,R0320,440000.0
ErgoHestia,2019,S050102,C0030,R0320,32562000.0
ErgoHestia,2019,S050102,C0040,R0320,1589000.0
ErgoHestia,2019,S050102,C0050,R0320,-277000.0
ErgoHestia,2019,S050102,C0060,R0320,72652000.0
ErgoHestia,2019,S050102,C0070,R0320,2672000.0
ErgoHestia,2019,S050102,C0080,R0320,0.0
ErgoHestia,2019,S050102,C0090,R0320,0.0
ErgoHestia,2019,S050102,C0100,R0320,203000.0
ErgoHestia,2019,S050102,C0110,R0320,3994000.0
ErgoHestia,2019,S050102,C0140,R0320,113922000.0
ErgoHestia,2019,S050102,C0020,R0340,7286000.0
ErgoHestia,2019,S050102,C0030,R0340,55929000.0
ErgoHestia,2019,S050102,C0040,R0340,2804000.0
ErgoHestia,2019,S050102,C0050,R0340,609000.0
ErgoHestia,2019,S050102,C0060,R0340,281639000.0
ErgoHestia,2019,S050102,C0070,R0340,24008000.0
ErgoHestia,2019,S050102,C0080,R0340,30336000.0
ErgoHestia,2019,S050102,C0100,R0340,28000.0
ErgoHestia,2019,S050102,C0110,R0340,16068000.0
ErgoHestia,2019,S050102,C0120,R0340,0.0
ErgoHestia,2019,S050102,C0140,R0340,417925000.0
ErgoHestia,2019,S050102,C0010,R0400,22398000.0
ErgoHestia,2019,S050102,C0020,R0400,28531000.0
ErgoHestia,2019,S050102,C0030,R0400,1439646000.0
ErgoHestia,2019,S050102,C0040,R0400,905843000.0
ErgoHestia,2019,S050102,C0050,R0400,8844000.0
ErgoHestia,2019,S050102,C0060,R0400,247225000.0
ErgoHestia,2019,S050102,C0070,R0400,140177000.0
ErgoHestia,2019,S050102,C0080,R0400,30041000.0
ErgoHestia,2019,S050102,C0090,R0400,287000.0
ErgoHestia,2019,S050102,C0100,R0400,84169000.0
ErgoHestia,2019,S050102,C0110,R0400,8899000.0
ErgoHestia,2019,S050102,C0120,R0400,0.0
ErgoHestia,2019,S050102,C0140,R0400,2913637000.0
ErgoHestia,2019,S050102,C0060,R0410,0.0
ErgoHestia,2019,S050102,C0070,R0410,0.0
ErgoHestia,2019,S050102,C0080,R0410,0.0
ErgoHestia,2019,S050102,C0090,R0410,0.0
ErgoHestia,2019,S050102,C0090,R0420,0.0
ErgoHestia,2019,S050102,C0140,R0420,0.0
ErgoHestia,2019,S050102,C0120,R0430,0.0
ErgoHestia,2019,S050102,C0140,R0430,0.0
ErgoHestia,2019,S050102,C0070,R0440,0.0
ErgoHestia,2019,S050102,C0090,R0440,0.0
ErgoHestia,2019,S050102,C0120,R0440,0.0
ErgoHestia,2019,S050102,C0140,R0440,0.0
ErgoHestia,2019,S050102,C0070,R0500,0.0
ErgoHestia,2019,S050102,C0140,R0500,0.0
ErgoHestia,2019,S050102,C0010,R0550,85360000.0
ErgoHestia,2019,S050102,C0020,R0550,120485000.0
ErgoHestia,2019,S050102,C0030,R0550,721459000.0
ErgoHestia,2019,S050102,C0040,R0550,361702000.0
ErgoHestia,2019,S050102,C0050,R0550,6643000.0
ErgoHestia,2019,S050102,C0060,R0550,400628000.0
ErgoHestia,2019,S050102,C0070,R0550,118772000.0
ErgoHestia,2019,S050102,C0080,R0550,18363000.0
ErgoHestia,2019,S050102,C0090,R0550,126000.0
ErgoHestia,2019,S050102,C0100,R0550,82188000.0
ErgoHestia,2019,S050102,C0110,R0550,150830000.0
ErgoHestia,2019,S050102,C0130,R0550,-36000.0
ErgoHestia,2019,S050102,C0140,R0550,2066519000.0
ErgoHestia,2019,S050102,C0140,R1200,170145000.0
ErgoHestia,2019,S050102,C0140,R1300,2236664000.0
ErgoHestia,2019,S050102,C0210,R1410,0.0
ErgoHestia,2019,S050102,C0210,R1420,0.0
ErgoHestia,2019,S050102,C0220,| R1510,0.0
ErgoHestia,2019,S050102,C0220,| R1520,0.0
ErgoHestia,2019,S050102,C0210,| R1600,0.0
ErgoHestia,2019,S050102,C0220,| R1600,0.0
ErgoHestia,2019,S050102,C0230,| R1600,0.0
ErgoHestia,2019,S050102,C0210,| R1610,78567000.0
ErgoHestia,2019,S050102,C0220,| R1610,0.0
ErgoHestia,2019,S050102,C0240,| R1610,78567000.0
ErgoHestia,2019,S050102,C0210,| R1620,28432000.0
ErgoHestia,2019,S050102,C0220,| R1620,0.0
ErgoHestia,2019,S050102,C0240,| R1620,28432000.0
ErgoHestia,2019,S050102,C0210,| R1700,50135000.0
ErgoHestia,2019,S050102,C0230,| R1700,0.0
ErgoHestia,2019,S050102,C0240,| R1700,50135000.0
ErgoHestia,2019,S050102,C0210,R1710,0.0
ErgoHestia,2019,S050102,C0210,| R1720,0.0
ErgoHestia,2019,S050102,C0210,| R1800,0.0
ErgoHestia,2019,S050102,C0210,| R1900,0.0
ErgoHestia,2019,S170102,C0120,R0010,0.0
ErgoHestia,2019,S170102,C0150,R0010,0.0
ErgoHestia,2019,S170102,C0180,R0010,0.0
ErgoHestia,2019,S170102,C0020,R0160,13910000.0
ErgoHestia,2019,S170102,C0030,R0160,20702000.0
ErgoHestia,2019,S170102,C0040,R0160,2203306000.0
ErgoHestia,2019,S170102,C0050,R0160,275161000.0
ErgoHestia,2019,S170102,C0060,R0160,16165000.0
ErgoHestia,2019,S170102,C0070,R0160,525306000.0
ErgoHestia,2019,S170102,C0080,R0160,427236000.0
ErgoHestia,2019,S170102,C0090,R0160,44238000.0
ErgoHestia,2019,S170102,C0100,R0160,367000.0
ErgoHestia,2019,S170102,C0110,R0160,15906000.0
ErgoHestia,2019,S170102,C0120,R0160,41714000.0
ErgoHestia,2019,S170102,C0140,R0160,0.0
ErgoHestia,2019,S170102,C0160,R0160,17916000.0
ErgoHestia,2019,S170102,C0170,R0160,3601926000.0
ErgoHestia,2019,S170102,C0030,R0240,2805000.0
ErgoHestia,2019,S170102,C0040,R0240,268430000.0
ErgoHestia,2019,S170102,C0050,R0240,6603000.0
ErgoHestia,2019,S170102,C0060,R0240,879000.0
ErgoHestia,2019,S170102,C0070,R0240,330612000.0
ErgoHestia,2019,S170102,C0080,R0240,47207000.0
ErgoHestia,2019,S170102,C0090,R0240,27785000.0
ErgoHestia,2019,S170102,C0110,R0240,16000.0
ErgoHestia,2019,S170102,C0120,R0240,27101000.0
ErgoHestia,2019,S170102,C0140,R0240,0.0
ErgoHestia,2019,S170102,C0160,R0240,6503000.0
ErgoHestia,2019,S170102,C0170,R0240,717948000.0
ErgoHestia,2019,S170102,C0020,R0250,13910000.0
ErgoHestia,2019,S170102,C0030,R0250,17897000.0
ErgoHestia,2019,S170102,C0040,R0250,1934876000.0
ErgoHestia,2019,S170102,C0050,R0250,268557000.0
ErgoHestia,2019,S170102,C0060,R0250,15286000.0
ErgoHestia,2019,S170102,C0070,R0250,194695000.0
ErgoHestia,2019,S170102,C0080,R0250,380029000.0
ErgoHestia,2019,S170102,C0090,R0250,16452000.0
ErgoHestia,2019,S170102,C0100,R0250,362000.0
ErgoHestia,2019,S170102,C0110,R0250,15890000.0
ErgoHestia,2019,S170102,C0120,R0250,14613000.0
ErgoHestia,2019,S170102,C0140,R0250,0.0
ErgoHestia,2019,S170102,C0160,R0250,11414000.0
ErgoHestia,2019,S170102,C0170,R0250,2883979000.0
ErgoHestia,2019,S170102,C0020,R0260,19486000.0
ErgoHestia,2019,S170102,C0030,R0260,42509000.0
ErgoHestia,2019,S170102,C0040,R0260,3052813000.0
ErgoHestia,2019,S170102,C0050,R0260,850285000.0
ErgoHestia,2019,S170102,C0060,R0260,19329000.0
ErgoHestia,2019,S170102,C0070,R0260,931864000.0
ErgoHestia,2019,S170102,C0080,R0260,471265000.0
ErgoHestia,2019,S170102,C0090,R0260,145132000.0
ErgoHestia,2019,S170102,C0100,R0260,486000.0
ErgoHestia,2019,S170102,C0110,R0260,72328000.0
ErgoHestia,2019,S170102,C0120,R0260,65968000.0
ErgoHestia,2019,S170102,C0140,R0260,0.0
ErgoHestia,2019,S170102,C0160,R0260,17744000.0
ErgoHestia,2019,S170102,C0170,R0260,5689208000.0
ErgoHestia,2019,S170102,C0020,R0270,19486000.0
ErgoHestia,2019,S170102,C0030,R0270,38412000.0
ErgoHestia,2019,S170102,C0040,R0270,2791278000.0
ErgoHestia,2019,S170102,C0050,R0270,844382000.0
ErgoHestia,2019,S170102,C0060,R0270,19203000.0
ErgoHestia,2019,S170102,C0070,R0270,623689000.0
ErgoHestia,2019,S170102,C0080,R0270,437589000.0
ErgoHestia,2019,S170102,C0090,R0270,107562000.0
ErgoHestia,2019,S170102,C0100,R0270,522000.0
ErgoHestia,2019,S170102,C0110,R0270,72374000.0
ErgoHestia,2019,S170102,C0120,R0270,44848000.0
ErgoHestia,2019,S170102,C0140,R0270,0.0
ErgoHestia,2019,S170102,C0160,R0270,12482000.0
ErgoHestia,2019,S170102,C0170,R0270,5011829000.0
ErgoHestia,2019,S170102,C0020,R0280,14228000.0
ErgoHestia,2019,S170102,C0030,R0280,13925000.0
ErgoHestia,2019,S170102,C0040,R0280,98331000.0
ErgoHestia,2019,S170102,C0050,R0280,34816000.0
ErgoHestia,2019,S170102,C0060,R0280,779000.0
ErgoHestia,2019,S170102,C0070,R0280,49518000.0
ErgoHestia,2019,S170102,C0080,R0280,16062000.0
ErgoHestia,2019,S170102,C0090,R0280,6605000.0
ErgoHestia,2019,S170102,C0100,R0280,20000.0
ErgoHestia,2019,S170102,C0110,R0280,3375000.0
ErgoHestia,2019,S170102,C0120,R0280,14909000.0
ErgoHestia,2019,S170102,C0130,R0280,0.0
ErgoHestia,2019,S170102,C0140,R0280,0.0
ErgoHestia,2019,S170102,C0150,R0280,0.0
ErgoHestia,2019,S170102,C0160,R0280,514000.0
ErgoHestia,2019,S170102,C0170,R0280,253082000.0
ErgoHestia,2019,S170102,C0020,R0290,0.0
ErgoHestia,2019,S170102,C0030,R0290,0.0
ErgoHestia,2019,S170102,C0080,R0290,0.0
ErgoHestia,2019,S170102,C0110,R0290,0.0
ErgoHestia,2019,S170102,C0030,R0300,0.0
ErgoHestia,2019,S170102,C0040,R0300,0.0
ErgoHestia,2019,S170102,C0050,R0300,0.0
ErgoHestia,2019,S170102,C0080,R0300,0.0
ErgoHestia,2019,S170102,C0110,R0300,0.0
ErgoHestia,2019,S170102,C0140,R0300,0.0
ErgoHestia,2019,S170102,C0020,R0310,0.0
ErgoHestia,2019,S170102,C0030,R0310,0.0
ErgoHestia,2019,S170102,C0040,R0310,0.0
ErgoHestia,2019,S170102,C0050,R0310,0.0
ErgoHestia,2019,S170102,C0060,R0310,0.0
ErgoHestia,2019,S170102,C0070,R0310,0.0
ErgoHestia,2019,S170102,C0080,R0310,0.0
ErgoHestia,2019,S170102,C0090,R0310,0.0
ErgoHestia,2019,S170102,C0100,R0310,0.0
ErgoHestia,2019,S170102,C0110,R0310,0.0
ErgoHestia,2019,S170102,C0120,R0310,0.0
ErgoHestia,2019,S170102,C0130,R0310,0.0
ErgoHestia,2019,S170102,C0140,R0310,0.0
ErgoHestia,2019,S170102,C0150,R0310,0.0
ErgoHestia,2019,S170102,C0160,R0310,0.0
ErgoHestia,2019,S170102,C0170,R0310,0.0
ErgoHestia,2019,S170102,C0020,R0320,33713000.0
ErgoHestia,2019,S170102,C0030,R0320,56434000.0
ErgoHestia,2019,S170102,C0040,R0320,3151144000.0
ErgoHestia,2019,S170102,C0050,R0320,885101000.0
ErgoHestia,2019,S170102,C0060,R0320,20108000.0
ErgoHestia,2019,S170102,C0070,R0320,981382000.0
ErgoHestia,2019,S170102,C0080,R0320,487326000.0
ErgoHestia,2019,S170102,C0090,R0320,151737000.0
ErgoHestia,2019,S170102,C0100,R0320,506000.0
ErgoHestia,2019,S170102,C0110,R0320,75703000.0
ErgoHestia,2019,S170102,C0120,R0320,80877000.0
ErgoHestia,2019,S170102,C0130,R0320,0.0
ErgoHestia,2019,S170102,C0140,R0320,18258000.0
ErgoHestia,2019,S170102,C0150,R0320,5942291000.0
ErgoHestia,2019,S170102,C0030,R0330,4097000.0
ErgoHestia,2019,S170102,C0040,R0330,261535000.0
ErgoHestia,2019,S170102,C0050,R0330,5903000.0
ErgoHestia,2019,S170102,C0060,R0330,126000.0
ErgoHestia,2019,S170102,C0070,R0330,308175000.0
ErgoHestia,2019,S170102,C0080,R0330,33675000.0
ErgoHestia,2019,S170102,C0090,R0330,37570000.0
ErgoHestia,2019,S170102,C0100,R0330,-36000.0
ErgoHestia,2019,S170102,C0110,R0330,-46000.0
ErgoHestia,2019,S170102,C0120,R0330,21119000.0
ErgoHestia,2019,S170102,C0130,R0330,0.0
ErgoHestia,2019,S170102,C0140,R0330,5261000.0
ErgoHestia,2019,S170102,C0150,R0330,677380000.0
ErgoHestia,2019,S170102,C0020,R0340,33713000.0
ErgoHestia,2019,S170102,C0030,R0340,52337000.0
ErgoHestia,2019,S170102,C0040,R0340,2889609000.0
ErgoHestia,2019,S170102,C0050,R0340,879198000.0
ErgoHestia,2019,S170102,C0060,R0340,19983000.0
ErgoHestia,2019,S170102,C0070,R0340,673207000.0
ErgoHestia,2019,S170102,C0080,R0340,453651000.0
ErgoHestia,2019,S170102,C0090,R0340,114167000.0
ErgoHestia,2019,S170102,C0100,R0340,541000.0
ErgoHestia,2019,S170102,C0110,R0340,75749000.0
ErgoHestia,2019,S170102,C0120,R0340,59758000.0
ErgoHestia,2019,S170102,C0130,R0340,0.0
ErgoHestia,2019,S170102,C0140,R0340,12996000.0
ErgoHestia,2019,S170102,C0150,R0340,5264911000.0
ErgoHestia,2019,S230101,C0010,R0010,196581000.0
ErgoHestia,2019,S230101,C0020,R0010,196581000.0
ErgoHestia,2019,S230101,C0010,R0030,638381000.0
ErgoHestia,2019,S230101,C0020,R0030,638381000.0
ErgoHestia,2019,S230101,C0050,R0110,0.0
ErgoHestia,2019,S230101,C0010,R0130,1336546000.0
ErgoHestia,2019,S230101,C0020,R0130,1336546000.0
ErgoHestia,2019,S230101,C0010,R0140,401469000.0
ErgoHestia,2019,S230101,C0040,R0140,401469000.0
ErgoHestia,2019,S230101,C0050,R0140,0.0
ErgoHestia,2019,S230101,C0050,R0160,0.0
ErgoHestia,2019,S230101,C0050,R0180,0.0
ErgoHestia,2019,S230101,C0020,R0230,0.0
ErgoHestia,2019,S230101,C0010,R0290,2572978000.0
ErgoHestia,2019,S230101,C0020,R0290,2171509000.0
ErgoHestia,2019,S230101,C0040,R0290,401469000.0
ErgoHestia,2019,S230101,C0010,R0500,2572978000.0
ErgoHestia,2019,S230101,C0020,R0500,2171509000.0
ErgoHestia,2019,S230101,C0040,R0500,401469000.0
ErgoHestia,2019,S230101,C0050,R0500,0.0
ErgoHestia,2019,S230101,C0010,R0510,2572978000.0
ErgoHestia,2019,S230101,C0020,R0510,2171509000.0
ErgoHestia,2019,S230101,C0040,R0510,401469000.0
ErgoHestia,2019,S230101,C0010,R0540,2572978000.0
ErgoHestia,2019,S230101,C0020,R0540,2171509000.0
ErgoHestia,2019,S230101,C0040,R0540,401469000.0
ErgoHestia,2019,S230101,C0010,R0550,2328256000.0
ErgoHestia,2019,S230101,C0020,R0550,2171509000.0
ErgoHestia,2019,S230101,C0040,R0550,156748000.0
ErgoHestia,2019,S230101,C0010,R0580,1741642000.0
ErgoHestia,2019,S230101,C0010,R0600,783739000.0
ErgoHestia,2019,S230101,C0010,R0620,1.4772999999999998
ErgoHestia,2019,S230101,C0010,R0640 |,2.9707
ErgoHestia,2019,S230101,C0060,R0700,2341997000.0
ErgoHestia,2019,S230101,C0060,R0720,170488000.0
ErgoHestia,2019,S230101,C0060,R0730,834962000.0
ErgoHestia,2019,S230101,C0060,R0760,1336546000.0
ErgoHestia,2019,S230101,C0060,R0780,112386000.0
ErgoHestia,2019,S230101,C0060,R0790,112386000.0
ErgoHestia,2019,S250121,C0110,R0010,205493000.0
ErgoHestia,2019,S250121,C0110,R0020,97436000.0
ErgoHestia,2019,S250121,C0110,R0030,29931000.0
ErgoHestia,2019,S250121,C0110,R0040,181952000.0
ErgoHestia,2019,S250121,C0110,R0050,1793249000.0
ErgoHestia,2019,S250121,C0110,R0060,-383153000.0
ErgoHestia,2019,S250121,C0110,R0070,0.0
ErgoHestia,2019,S250121,C0110,R0100,1924907000.0
ErgoHestia,2019,S250121,C0100,R0130,180248000.0
ErgoHestia,2019,S250121,C0100,R0140,0.0
ErgoHestia,2019,S250121,C0100,R0200,1741642000.0
ErgoHestia,2019,S250121,C0100,R0210,0.0
ErgoHestia,2019,S250121,C0100,R0220,1741642000.0
ErgoHestia,2019,S250121,C0100,R0400,0.0
ErgoHestia,2019,S250121,C0100,R0410,0.0
ErgoHestia,2019,S250121,C0100,R0420,0.0
ErgoHestia,2019,S250121,C0100,R0430,0.0
ErgoHestia,2019,S250121,C0100,R0440,0.0
ErgoHestia,2020,S020102,C0010,R0510,6563965000.0
ErgoHestia,2020,S020102,C0010,R0520,6478943000.0
ErgoHestia,2020,S020102,C0010,R0530,0.0
ErgoHestia,2020,S020102,C0010,R0540,6230095000.0
ErgoHestia,2020,S020102,C0010,R0550,248848000.0
ErgoHestia,2020,S020102,C0010,R0560,85022000.0
ErgoHestia,2020,S020102,C0010,R0570,0.0
ErgoHestia,2020,S020102,C0010,R0580,56501000.0
ErgoHestia,2020,S020102,C0010,R0590,28521000.0
ErgoHestia,2020,S020102,C0010,R0600,900548000.0
ErgoHestia,2020,S020102,C0010,R0610,0.0
ErgoHestia,2020,S020102,C0010,R0620,0.0
ErgoHestia,2020,S020102,C0010,R0630,0.0
ErgoHestia,2020,S020102,C0010,R0640,0.0
ErgoHestia,2020,S020102,C0010,R0650,900548000.0
ErgoHestia,2020,S020102,C0010,R0660,0.0
ErgoHestia,2020,S020102,C0010,R0670,839402000.0
ErgoHestia,2020,S020102,C0010,R0680,61146000.0
ErgoHestia,2020,S020102,C0010,R0690,0.0
ErgoHestia,2020,S020102,C0010,R0700,0.0
ErgoHestia,2020,S020102,C0010,R0710,0.0
ErgoHestia,2020,S020102,C0010,R0720,0.0
ErgoHestia,2020,S020102,C0010,R0740,0.0
ErgoHestia,2020,S020102,C0010,R0750,67103000.0
ErgoHestia,2020,S020102,C0010,R0760,2736000.0
ErgoHestia,2020,S020102,C0010,R0770,0.0
ErgoHestia,2020,S020102,C0010,R0780,376596000.0
ErgoHestia,2020,S020102,C0010,R0790,0.0
ErgoHestia,2020,S020102,C0010,R0800,0.0
ErgoHestia,2020,S020102,C0010,R0810,239087000.0
ErgoHestia,2020,S020102,C0010,R0820,1158000.0
ErgoHestia,2020,S020102,C0010,R0830,0.0
ErgoHestia,2020,S020102,C0010,R0840,297368000.0
ErgoHestia,2020,S020102,C0010,R0850,407895000.0
ErgoHestia,2020,S020102,C0010,R0870,407895000.0
ErgoHestia,2020,S020102,C0010,R0880,102874000.0
ErgoHestia,2020,S020102,C0010,R0900,8959331000.0
ErgoHestia,2020,S020102,C0010,R1000,2702971000.0
ErgoHestia,2020,S050102,C0010,R0110,22297000.0
ErgoHestia,2020,S050102,C0020,R0110,148258000.0
ErgoHestia,2020,S050102,C0030,R0110,2494744000.0
ErgoHestia,2020,S050102,C0040,R0110,1529304000.0
ErgoHestia,2020,S050102,C0050,R0110,28210000.0
ErgoHestia,2020,S050102,C0060,R0110,1126514000.0
ErgoHestia,2020,S050102,C0070,R0110,331157000.0
ErgoHestia,2020,S050102,C0080,R0110,164368000.0
ErgoHestia,2020,S050102,C0090,R0110,1140000.0
ErgoHestia,2020,S050102,C0100,R0110,177525000.0
ErgoHestia,2020,S050102,C0110,R0110,56259000.0
ErgoHestia,2020,S050102,C0150,R0110,6079777000.0
ErgoHestia,2020,S050102,C0010,R0120,71242000.0
ErgoHestia,2020,S050102,C0020,R0120,72896000.0
ErgoHestia,2020,S050102,C0030,R0120,41956000.0
ErgoHestia,2020,S050102,C0040,R0120,4692000.0
ErgoHestia,2020,S050102,C0050,R0120,566000.0
ErgoHestia,2020,S050102,C0060,R0120,129728000.0
ErgoHestia,2020,S050102,C0070,R0120,13991000.0
ErgoHestia,2020,S050102,C0080,R0120,0.0
ErgoHestia,2020,S050102,C0090,R0120,0.0
ErgoHestia,2020,S050102,C0100,R0120,354000.0
ErgoHestia,2020,S050102,C0110,R0120,109337000.0
ErgoHestia,2020,S050102,C0150,R0120,444762000.0
ErgoHestia,2020,S050102,C0120,R0130,1529000.0
ErgoHestia,2020,S050102,C0140,R0130,79000.0
ErgoHestia,2020,S050102,C0150,R0130,1608000.0
ErgoHestia,2020,S050102,C0010,R0140,148000.0
ErgoHestia,2020,S050102,C0020,R0140,676000.0
ErgoHestia,2020,S050102,C0030,R0140,164415000.0
ErgoHestia,2020,S050102,C0040,R0140,5813000.0
ErgoHestia,2020,S050102,C0050,R0140,4120000.0
ErgoHestia,2020,S050102,C0060,R0140,250991000.0
ErgoHestia,2020,S050102,C0070,R0140,36052000.0
ErgoHestia,2020,S050102,C0080,R0140,87105000.0
ErgoHestia,2020,S050102,C0090,R0140,383000.0
ErgoHestia,2020,S050102,C0100,R0140,83000.0
ErgoHestia,2020,S050102,C0110,R0140,46932000.0
ErgoHestia,2020,S050102,C0120,R0140,0.0
ErgoHestia,2020,S050102,C0130,R0140,0.0
ErgoHestia,2020,S050102,C0140,R0140,58000.0
ErgoHestia,2020,S050102,C0150,R0140,596775000.0
ErgoHestia,2020,S050102,C0010,R0200,93392000.0
ErgoHestia,2020,S050102,C0020,R0200,220478000.0
ErgoHestia,2020,S050102,C0030,R0200,2372285000.0
ErgoHestia,2020,S050102,C0040,R0200,1528183000.0
ErgoHestia,2020,S050102,C0050,R0200,24655000.0
ErgoHestia,2020,S050102,C0060,R0200,1005252000.0
ErgoHestia,2020,S050102,C0070,R0200,309095000.0
ErgoHestia,2020,S050102,C0080,R0200,77263000.0
ErgoHestia,2020,S050102,C0090,R0200,757000.0
ErgoHestia,2020,S050102,C0100,R0200,177797000.0
ErgoHestia,2020,S050102,C0110,R0200,118664000.0
ErgoHestia,2020,S050102,C0120,R0200,1529000.0
ErgoHestia,2020,S050102,C0130,R0200,0.0
ErgoHestia,2020,S050102,C0140,R0200,21000.0
ErgoHestia,2020,S050102,C0150,R0200,5929372000.0
ErgoHestia,2020,S050102,C0010,R0210,28828000.0
ErgoHestia,2020,S050102,C0020,R0210,170286000.0
ErgoHestia,2020,S050102,C0030,R0210,2406189000.0
ErgoHestia,2020,S050102,C0040,R0210,1437350000.0
ErgoHestia,2020,S050102,C0050,R0210,27422000.0
ErgoHestia,2020,S050102,C0060,R0210,1005053000.0
ErgoHestia,2020,S050102,C0070,R0210,315460000.0
ErgoHestia,2020,S050102,C0080,R0210,130723000.0
ErgoHestia,2020,S050102,C0090,R0210,1126000.0
ErgoHestia,2020,S050102,C0100,R0210,163706000.0
ErgoHestia,2020,S050102,C0110,R0210,111060000.0
ErgoHestia,2020,S050102,C0150,R0210,5797203000.0
ErgoHestia,2020,S050102,C0010,R0220,71159000.0
ErgoHestia,2020,S050102,C0020,R0220,73209000.0
ErgoHestia,2020,S050102,C0030,R0220,46571000.0
ErgoHestia,2020,S050102,C0040,R0220,4085000.0
ErgoHestia,2020,S050102,C0050,R0220,281000.0
ErgoHestia,2020,S050102,C0060,R0220,118695000.0
ErgoHestia,2020,S050102,C0070,R0220,19934000.0
ErgoHestia,2020,S050102,C0080,R0220,0.0
ErgoHestia,2020,S050102,C0090,R0220,0.0
ErgoHestia,2020,S050102,C0100,R0220,384000.0
ErgoHestia,2020,S050102,C0110,R0220,106707000.0
ErgoHestia,2020,S050102,C0150,R0220,441026000.0
ErgoHestia,2020,S050102,C0120,R0230,431000.0
ErgoHestia,2020,S050102,C0140,R0230,1653000.0
ErgoHestia,2020,S050102,C0150,R0230,2085000.0
ErgoHestia,2020,S050102,C0010,R0240,222000.0
ErgoHestia,2020,S050102,C0020,R0240,4729000.0
ErgoHestia,2020,S050102,C0030,R0240,86962000.0
ErgoHestia,2020,S050102,C0040,R0240,8244000.0
ErgoHestia,2020,S050102,C0050,R0240,3682000.0
ErgoHestia,2020,S050102,C0060,R0240,300558000.0
ErgoHestia,2020,S050102,C0070,R0240,36286000.0
ErgoHestia,2020,S050102,C0080,R0240,70741000.0
ErgoHestia,2020,S050102,C0090,R0240,357000.0
ErgoHestia,2020,S050102,C0100,R0240,542000.0
ErgoHestia,2020,S050102,C0110,R0240,38975000.0
ErgoHestia,2020,S050102,C0120,R0240,0.0
ErgoHestia,2020,S050102,C0130,R0240,0.0
ErgoHestia,2020,S050102,C0140,R0240,980000.0
ErgoHestia,2020,S050102,C0150,R0240,552278000.0
ErgoHestia,2020,S050102,C0010,R0300,99765000.0
ErgoHestia,2020,S050102,C0020,R0300,238766000.0
ErgoHestia,2020,S050102,C0030,R0300,2365798000.0
ErgoHestia,2020,S050102,C0040,R0300,1433190000.0
ErgoHestia,2020,S050102,C0050,R0300,24021000.0
ErgoHestia,2020,S050102,C0060,R0300,823190000.0
ErgoHestia,2020,S050102,C0070,R0300,299108000.0
ErgoHestia,2020,S050102,C0080,R0300,59981000.0
ErgoHestia,2020,S050102,C0090,R0300,769000.0
ErgoHestia,2020,S050102,C0100,R0300,163548000.0
ErgoHestia,2020,S050102,C0110,R0300,178792000.0
ErgoHestia,2020,S050102,C0120,R0300,431000.0
ErgoHestia,2020,S050102,C0140,R0300,673000.0
ErgoHestia,2020,S050102,C0150,R0300,5688034000.0
ErgoHestia,2020,S050102,C0010,R0310,13377000.0
ErgoHestia,2020,S050102,C0020,R0310,23072000.0
ErgoHestia,2020,S050102,C0030,R0310,1395153000.0
ErgoHestia,2020,S050102,C0040,R0310,912693000.0
ErgoHestia,2020,S050102,C0050,R0310,19792000.0
ErgoHestia,2020,S050102,C0060,R0310,336689000.0
ErgoHestia,2020,S050102,C0070,R0310,163428000.0
ErgoHestia,2020,S050102,C0080,R0310,67070000.0
ErgoHestia,2020,S050102,C0090,R0310,289000.0
ErgoHestia,2020,S050102,C0100,R0310,81524000.0
ErgoHestia,2020,S050102,C0110,R0310,42749000.0
ErgoHestia,2020,S050102,C0140,R0310,3055836000.0
ErgoHestia,2020,S050102,C0010,R0320,221000.0
ErgoHestia,2020,S050102,C0020,R0320,333000.0
