Firma,Rok,Kod_S,Kod_C,Kod_R,Wartosc
Allianz,2018,S020102,C0010,R0030,0.0
Allianz,2018,S020102,C0010,R0040,0.0
Allianz,2018,S020102,C0010,R0050,0.0
Allianz,2018,S020102,C0010,R0060,95000.0
Allianz,2018,S020102,C0010,R0070,829912000.0
Allianz,2018,S020102,C0010,R0080,0.0
Allianz,2018,S020102,C0010,R0090,0.0
Allianz,2018,S020102,C0010,R0100,0.0
Allianz,2018,S020102,C0010,R0110,0.0
Allianz,2018,S020102,C0010,R0120,0.0
Allianz,2018,S020102,C0010,R0130,725738000.0
Allianz,2018,S020102,C0010,R0140,725738000.0
Allianz,2018,S020102,C0010,R0150,0.0
Allianz,2018,S020102,C0010,R0160,0.0
Allianz,2018,S020102,C0010,R0170,0.0
Allianz,2018,S020102,C0010,R0180,72858000.0
Allianz,2018,S020102,C0010,R0190,0.0
Allianz,2018,S020102,C0010,R0200,31316000.0
Allianz,2018,S020102,C0010,R0210,0.0
Allianz,2018,S020102,C0010,R0220,1728883000.0
Allianz,2018,S020102,C0010,R0230,0.0
Allianz,2018,S020102,C0010,R0240,0.0
Allianz,2018,S020102,C0010,R0250,0.0
Allianz,2018,S020102,C0010,R0260,0.0
Allianz,2018,S020102,C0010,R0270,-16797000.0
Allianz,2018,S020102,C0010,R0280,0.0
Allianz,2018,S020102,C0010,R0290,0.0
Allianz,2018,S020102,C0010,R0300,0.0
Allianz,2018,S020102,C0010,R0310,-15413000.0
Allianz,2018,S020102,C0010,R0320,0.0
Allianz,2018,S020102,C0010,R0330,-15413000.0
Allianz,2018,S020102,C0010,R0340,-1384000.0
Allianz,2018,S020102,C0010,R0350,0.0
Allianz,2018,S020102,C0010,R0360,2758000.0
Allianz,2018,S020102,C0010,R0370,0.0
Allianz,2018,S020102,C0010,R0380,19086000.0
Allianz,2018,S020102,C0010,R0390,0.0
Allianz,2018,S020102,C0010,R0400,0.0
Allianz,2018,S020102,C0010,R0410,1405000.0
Allianz,2018,S020102,C0010,R0420,2675000.0
Allianz,2018,S020102,C0010,R0520,0.0
Allianz,2018,S020102,C0010,R0530,0.0
Allianz,2018,S020102,C0010,R0540,0.0
Allianz,2018,S020102,C0010,R0550,0.0
Allianz,2018,S020102,C0010,R0560,0.0
Allianz,2018,S020102,C0010,R0570,0.0
Allianz,2018,S020102,C0010,R0580,0.0
Allianz,2018,S020102,C0010,R0590,0.0
Allianz,2018,S020102,C0010,R0600,127316000.0
Allianz,2018,S020102,C0010,R0610,0.0
Allianz,2018,S020102,C0010,R0620,0.0
Allianz,2018,S020102,C0010,R0630,0.0
Allianz,2018,S020102,C0010,R0640,0.0
Allianz,2018,S020102,C0010,R0650,127316000.0
Allianz,2018,S020102,C0010,R0660,0.0
Allianz,2018,S020102,C0010,R0670,80634000.0
Allianz,2018,S020102,C0010,R0680,46682000.0
Allianz,2018,S020102,C0010,R0690,1594912000.0
Allianz,2018,S020102,C0010,R0700,0.0
Allianz,2018,S020102,C0010,R0710,1558274000.0
Allianz,2018,S020102,C0010,R0720,36638000.0
Allianz,2018,S020102,C0010,R0740,0.0
Allianz,2018,S020102,C0010,R0750,29179000.0
Allianz,2018,S020102,C0010,R0760,120000.0
Allianz,2018,S020102,C0010,R0770,0.0
Allianz,2018,S020102,C0010,R0780,70537000.0
Allianz,2018,S020102,C0010,R0790,0.0
Allianz,2018,S020102,C0010,R0800,0.0
Allianz,2018,S020102,C0010,R0810,0.0
Allianz,2018,S020102,C0010,R0820,4345000.0
Allianz,2018,S020102,C0010,R0830,0.0
Allianz,2018,S020102,C0010,R0840,7045000.0
Allianz,2018,S020102,C0010,R0850,0.0
Allianz,2018,S020102,C0010,R0860,0.0
Allianz,2018,S020102,C0010,R0870,0.0
Allianz,2018,S020102,C0010,R0880,511000.0
Allianz,2018,S020102,C0010,R0900,1833964000.0
Allianz,2018,S020102,C0010,R1000,734954000.0
Allianz,2018,S050102,C0210,R1410,79698000.0
Allianz,2018,S050102,C0220,R1410,19348000.0
Allianz,2018,S050102,C0230,R1410,174252000.0
Allianz,2018,S050102,C0240,R1410,317817000.0
Allianz,2018,S050102,C0300,R1410,591116000.0
Allianz,2018,S050102,C0210,R1420,7024000.0
Allianz,2018,S050102,C0220,R1420,66000.0
Allianz,2018,S050102,C0230,R1420,587000.0
Allianz,2018,S050102,C0240,R1420,13534000.0
Allianz,2018,S050102,C0300,R1420,21211000.0
Allianz,2018,S050102,C0210,R1500,72674000.0
Allianz,2018,S050102,C0220,R1500,19283000.0
Allianz,2018,S050102,C0230,R1500,173665000.0
Allianz,2018,S050102,C0240,R1500,304283000.0
Allianz,2018,S050102,C0300,R1500,569000.0
Allianz,2018,S050102,C0210,R1510,79730000.0
Allianz,2018,S050102,C0220,R1510,19638000.0
Allianz,2018,S050102,C0230,R1510,175238000.0
Allianz,2018,S050102,C0240,R1510,317550000.0
Allianz,2018,S050102,C0300,R1510,592156000.0
Allianz,2018,S050102,C0210,R1520,7024000.0
Allianz,2018,S050102,C0220,R1520,66000.0
Allianz,2018,S050102,C0230,R1520,587000.0
Allianz,2018,S050102,C0240,R1520,13459000.0
Allianz,2018,S050102,C0300,R1520,21136000.0
Allianz,2018,S050102,C0210,R1600,72707000.0
Allianz,2018,S050102,C0220,R1600,19572000.0
Allianz,2018,S050102,C0230,R1600,174650000.0
Allianz,2018,S050102,C0240,R1600,304091000.0
Allianz,2018,S050102,C0300,R1600,571020000.0
Allianz,2018,S050102,C0210,R1610,53145000.0
Allianz,2018,S050102,C0220,R1610,28103000.0
Allianz,2018,S050102,C0230,R1610,308223000.0
Allianz,2018,S050102,C0240,R1610,137005000.0
Allianz,2018,S050102,C0300,R1610,526477000.0
Allianz,2018,S050102,C0210,R1620,3985000.0
Allianz,2018,S050102,C0220,R1620,0.0
Allianz,2018,S050102,C0230,R1620,0.0
Allianz,2018,S050102,C0240,R1620,2938000.0
Allianz,2018,S050102,C0300,R1620,6924000.0
Allianz,2018,S050102,C0210,R1700,49160000.0
Allianz,2018,S050102,C0220,R1700,28103000.0
Allianz,2018,S050102,C0230,R1700,308223000.0
Allianz,2018,S050102,C0240,R1700,134067000.0
Allianz,2018,S050102,C0300,R1700,519553000.0
Allianz,2018,S050102,C0210,R1710,0.0
Allianz,2018,S050102,C0220,R1710,8992000.0
Allianz,2018,S050102,C0230,R1710,309188000.0
Allianz,2018,S050102,C0240,R1710,-6486000.0
Allianz,2018,S050102,C0300,R1710,311695000.0
Allianz,2018,S050102,C0240,R1720,531000.0
Allianz,2018,S050102,C0300,R1720,531000.0
Allianz,2018,S050102,C0220,R1800,8992000.0
Allianz,2018,S050102,C0230,R1800,309188000.0
Allianz,2018,S050102,C0240,R1800,-7016000.0
Allianz,2018,S050102,C0300,R1800,311164000.0
Allianz,2018,S050102,C0210,R1900,23841000.0
Allianz,2018,S050102,C0220,R1900,4187000.0
Allianz,2018,S050102,C0230,R1900,62473000.0
Allianz,2018,S050102,C0240,R1900,124143000.0
Allianz,2018,S050102,C0300,R1900,214644000.0
Allianz,2018,S050102,C0300,R2500,4169000.0
Allianz,2018,S050102,C0150,R1410,591116000.0
Allianz,2018,S050102,C0160,R1410,591116000.0
Allianz,2018,S050102,C0150,R1420,21211000.0
Allianz,2018,S050102,C0160,R1420,21211000.0
Allianz,2018,S050102,C0150,R1500,569905000.0
Allianz,2018,S050102,C0160,R1500,569905000.0
Allianz,2018,S050102,C0150,R1510,592156000.0
Allianz,2018,S050102,C0160,R1510,592156000.0
Allianz,2018,S050102,C0150,R1520,21136000.0
Allianz,2018,S050102,C0160,R1520,21136000.0
Allianz,2018,S050102,C0150,R1600,571020000.0
Allianz,2018,S050102,C0160,R1600,571020000.0
Allianz,2018,S050102,C0150,R1610,526477000.0
Allianz,2018,S050102,C0160,R1610,526477000.0
Allianz,2018,S050102,C0150,R1620,6924000.0
Allianz,2018,S050102,C0160,R1620,6924000.0
Allianz,2018,S050102,C0150,R1700,519553000.0
Allianz,2018,S050102,C0160,R1700,519553000.0
Allianz,2018,S050102,C0150,R1710,311695000.0
Allianz,2018,S050102,C0160,R1710,311695000.0
Allianz,2018,S050102,C0150,R1720,531000.0
Allianz,2018,S050102,C0160,R1720,531000.0
Allianz,2018,S050102,C0150,R1800,311164000.0
Allianz,2018,S050102,C0160,R1800,311164000.0
Allianz,2018,S050102,C0150,R1900,214644000.0
Allianz,2018,S050102,C0160,R1900,214644000.0
Allianz,2018,S050102,C0160,R2500,4169000.0
Allianz,2018,S230101,C0010,R0010,118631000.0
Allianz,2018,S230101,C0020,R0010,118631000.0
Allianz,2018,S230101,C0040,R0010,0.0
Allianz,2018,S230101,C0010,R0030,69735000.0
Allianz,2018,S230101,C0020,R0030,69735000.0
Allianz,2018,S230101,C0040,R0030,0.0
Allianz,2018,S230101,C0010,R0040,0.0
Allianz,2018,S230101,C0020,R0040,0.0
Allianz,2018,S230101,C0040,R0040,0.0
Allianz,2018,S230101,C0040,R0050,0.0
Allianz,2018,S230101,C0020,R0070,0.0
Allianz,2018,S230101,C0040,R0090,0.0
Allianz,2018,S230101,C0040,R0110,0.0
Allianz,2018,S230101,C0010,R0130,484300000.0
Allianz,2018,S230101,C0020,R0130,484300000.0
Allianz,2018,S230101,C0040,R0140,0.0
Allianz,2018,S230101,C0020,R0230,0.0
Allianz,2018,S230101,C0040,R0230,0.0
Allianz,2018,S230101,C0010,R0290,672666000.0
Allianz,2018,S230101,C0020,R0290,672666000.0
Allianz,2018,S230101,C0040,R0290,0.0
Allianz,2018,S230101,C0040,R0300,0.0
Allianz,2018,S230101,C0010,R0310,0.0
Allianz,2018,S230101,C0040,R0310,0.0
Allianz,2018,S230101,C0040,R0320,0.0
Allianz,2018,S230101,C0040,R0330,0.0
Allianz,2018,S230101,C0010,R0340,0.0
Allianz,2018,S230101,C0040,R0340,0.0
Allianz,2018,S230101,C0010,R0350,0.0
Allianz,2018,S230101,C0040,R0350,0.0
Allianz,2018,S230101,C0040,R0360,0.0
Allianz,2018,S230101,C0040,R0370,0.0
Allianz,2018,S230101,C0040,R0390,0.0
Allianz,2018,S230101,C0040,R0400,0.0
Allianz,2018,S230101,C0010,R0500,672666000.0
Allianz,2018,S230101,C0020,R0500,672666000.0
Allianz,2018,S230101,C0040,R0500,0.0
Allianz,2018,S230101,C0010,R0510,672666000.0
Allianz,2018,S230101,C0020,R0510,672666000.0
Allianz,2018,S230101,C0040,R0510,0.0
Allianz,2018,S230101,C0010,R0540,672666000.0
Allianz,2018,S230101,C0020,R0540,672666000.0
Allianz,2018,S230101,C0030,R0540,0.0
Allianz,2018,S230101,C0040,R0540,0.0
Allianz,2018,S230101,C0010,R0550,672666000.0
Allianz,2018,S230101,C0020,R0550,672666000.0
Allianz,2018,S230101,C0040,R0550,0.0
Allianz,2018,S230101,C0010,R0580,220170000.0
Allianz,2018,S230101,C0010,R0600,60174000.0
Allianz,2018,S230101,C0010,R0620,3.0551999999999997
Allianz,2018,S230101,C0010,R0640,11.1787
Allianz,2018,S230101,C0060,R0700,734954000.0
Allianz,2018,S230101,C0060,R0710,0.0
Allianz,2018,S230101,C0060,R0720,62288000.0
Allianz,2018,S230101,C0060,R0730,188366000.0
Allianz,2018,S230101,C0060,R0740,0.0
Allianz,2018,S230101,C0060,R0760,484300000.0
Allianz,2018,S230101,C0060,R0770,326232000.0
Allianz,2018,S230101,C0060,R0780,0.0
Allianz,2018,S230101,C0060,R0790,326232000.0
Allianz,2018,S250121,C0040,R0010,76294000.0
Allianz,2018,S250121,C0040,R0020,3466000.0
Allianz,2018,S250121,C0040,R0030,217704000.0
Allianz,2018,S250121,C0040,R0060,-48382000.0
Allianz,2018,S250121,C0040,R0100,249082000.0
Allianz,2018,S250121,C0100,R0130,20794000.0
Allianz,2018,S250121,C0100,R0140,-804000.0
Allianz,2018,S250121,C0100,R0150,-48902000.0
Allianz,2018,S250121,C0100,R0200,220170000.0
Allianz,2018,S250121,C0100,R0220,220170000.0
Allianz,2018,S280101,C0040,R0200,60174000.0
Allianz,2018,S280101,C0050,R0210,219868000.0
Allianz,2018,S280101,C0050,R0220,8106000.0
Allianz,2018,S280101,C0050,R0230,1559658000.0
Allianz,2018,S280101,C0060,R0250,59346611000.0
Allianz,2018,S280101,C0070,R0300,60174000.0
Allianz,2018,S280101,C0070,R0310,220170000.0
Allianz,2018,S280101,C0070,R0320,99076000.0
Allianz,2018,S280101,C0070,R0330,55042000.0
Allianz,2018,S280101,C0070,R0340,60174000.0
Allianz,2018,S280101,C0070,R0350,16026000.0
Allianz,2018,S280101,C0070,R0400,60174000.0
Allianz,2019,S020102,C0010,R0030,0.0
Allianz,2019,S020102,C0010,R0040,0.0
Allianz,2019,S020102,C0010,R0050,0.0
Allianz,2019,S020102,C0010,R0060,7598000.0
Allianz,2019,S020102,C0010,R0070,886519000.0
Allianz,2019,S020102,C0010,R0080,0.0
Allianz,2019,S020102,C0010,R0090,0.0
Allianz,2019,S020102,C0010,R0100,0.0
Allianz,2019,S020102,C0010,R0110,0.0
Allianz,2019,S020102,C0010,R0120,0.0
Allianz,2019,S020102,C0010,R0130,758905000.0
Allianz,2019,S020102,C0010,R0140,758905000.0
Allianz,2019,S020102,C0010,R0150,0.0
Allianz,2019,S020102,C0010,R0160,0.0
Allianz,2019,S020102,C0010,R0170,0.0
Allianz,2019,S020102,C0010,R0180,82162000.0
Allianz,2019,S020102,C0010,R0190,0.0
Allianz,2019,S020102,C0010,R0200,45452000.0
Allianz,2019,S020102,C0010,R0210,0.0
Allianz,2019,S020102,C0010,R0220,1659144000.0
Allianz,2019,S020102,C0010,R0230,0.0
Allianz,2019,S020102,C0010,R0240,0.0
Allianz,2019,S020102,C0010,R0250,0.0
Allianz,2019,S020102,C0010,R0260,0.0
Allianz,2019,S020102,C0010,R0270,-12463000.0
Allianz,2019,S020102,C0010,R0280,0.0
Allianz,2019,S020102,C0010,R0290,0.0
Allianz,2019,S020102,C0010,R0300,0.0
Allianz,2019,S020102,C0010,R0310,-10999000.0
Allianz,2019,S020102,C0010,R0320,0.0
Allianz,2019,S020102,C0010,R0330,-10999000.0
Allianz,2019,S020102,C0010,R0340,-1464000.0
Allianz,2019,S020102,C0010,R0350,0.0
Allianz,2019,S020102,C0010,R0360,6109000.0
Allianz,2019,S020102,C0010,R0370,0.0
Allianz,2019,S020102,C0010,R0380,12775000.0
Allianz,2019,S020102,C0010,R0390,0.0
Allianz,2019,S020102,C0010,R0400,0.0
Allianz,2019,S020102,C0010,R0410,1268000.0
Allianz,2019,S020102,C0010,R0420,2209000.0
Allianz,2019,S020102,C0010,R0500,2563159000.0
Allianz,2019,S020102,C0010,R0510,0.0
Allianz,2019,S020102,C0010,R0520,0.0
Allianz,2019,S020102,C0010,R0530,0.0
Allianz,2019,S020102,C0010,R0540,0.0
Allianz,2019,S020102,C0010,R0550,0.0
Allianz,2019,S020102,C0010,R0560,0.0
Allianz,2019,S020102,C0010,R0570,0.0
Allianz,2019,S020102,C0010,R0580,0.0
Allianz,2019,S020102,C0010,R0590,0.0
Allianz,2019,S020102,C0010,R0600,119524000.0
Allianz,2019,S020102,C0010,R0610,0.0
Allianz,2019,S020102,C0010,R0620,0.0
Allianz,2019,S020102,C0010,R0630,0.0
Allianz,2019,S020102,C0010,R0640,0.0
Allianz,2019,S020102,C0010,R0650,119524000.0
Allianz,2019,S020102,C0010,R0660,0.0
Allianz,2019,S020102,C0010,R0670,67502000.0
Allianz,2019,S020102,C0010,R0680,52022000.0
Allianz,2019,S020102,C0010,R0690,1535425000.0
Allianz,2019,S020102,C0010,R0700,0.0
Allianz,2019,S020102,C0010,R0710,1497322000.0
Allianz,2019,S020102,C0010,R0720,38103000.0
Allianz,2019,S020102,C0010,R0740,0.0
Allianz,2019,S020102,C0010,R0750,29188000.0
Allianz,2019,S020102,C0010,R0760,125000.0
Allianz,2019,S020102,C0010,R0770,0.0
Allianz,2019,S020102,C0010,R0780,89532000.0
Allianz,2019,S020102,C0010,R0790,0.0
Allianz,2019,S020102,C0010,R0800,0.0
Allianz,2019,S020102,C0010,R0810,6004000.0
Allianz,2019,S020102,C0010,R0820,6239000.0
Allianz,2019,S020102,C0010,R0830,0.0
Allianz,2019,S020102,C0010,R0840,4588000.0
Allianz,2019,S020102,C0010,R0850,0.0
Allianz,2019,S020102,C0010,R0860,0.0
Allianz,2019,S020102,C0010,R0870,0.0
Allianz,2019,S020102,C0010,R0880,0.0
Allianz,2019,S020102,C0010,R0900,1790625000.0
Allianz,2019,S020102,C0010,R1000,772534000.0
Allianz,2019,S050102,C0210,R1410,94517000.0
Allianz,2019,S050102,C0220,R1410,17608000.0
Allianz,2019,S050102,C0230,R1410,164218000.0
Allianz,2019,S050102,C0240,R1410,326758000.0
Allianz,2019,S050102,C0300,R1410,603101000.0
Allianz,2019,S050102,C0210,R1420,9925000.0
Allianz,2019,S050102,C0220,R1420,33000.0
Allianz,2019,S050102,C0230,R1420,602000.0
Allianz,2019,S050102,C0240,R1420,14283000.0
Allianz,2019,S050102,C0300,R1420,24846000.0
Allianz,2019,S050102,C0210,R1500,84592000.0
Allianz,2019,S050102,C0220,R1500,17575000.0
Allianz,2019,S050102,C0230,R1500,163613000.0
Allianz,2019,S050102,C0240,R1500,312475000.0
Allianz,2019,S050102,C0300,R1500,578255000.0
Allianz,2019,S050102,C0210,R1510,94492000.0
Allianz,2019,S050102,C0220,R1510,17881000.0
Allianz,2019,S050102,C0230,R1510,164731000.0
Allianz,2019,S050102,C0240,R1510,326473000.0
Allianz,2019,S050102,C0300,R1510,603577000.0
Allianz,2019,S050102,C0210,R1520,9925000.0
Allianz,2019,S050102,C0220,R1520,33000.0
Allianz,2019,S050102,C0230,R1520,605000.0
Allianz,2019,S050102,C0240,R1520,14198000.0
Allianz,2019,S050102,C0300,R1520,24761000.0
Allianz,2019,S050102,C0210,R1600,84567000.0
Allianz,2019,S050102,C0220,R1600,17848000.0
Allianz,2019,S050102,C0230,R1600,164126000.0
Allianz,2019,S050102,C0240,R1600,312275000.0
Allianz,2019,S050102,C0300,R1600,578816000.0
Allianz,2019,S050102,C0210,R1610,63966000.0
Allianz,2019,S050102,C0220,R1610,28933000.0
Allianz,2019,S050102,C0230,R1610,287193000.0
Allianz,2019,S050102,C0240,R1610,148316000.0
Allianz,2019,S050102,C0300,R1610,528408000.0
Allianz,2019,S050102,C0210,R1620,7424000.0
Allianz,2019,S050102,C0220,R1620,0.0
Allianz,2019,S050102,C0230,R1620,51000.0
Allianz,2019,S050102,C0240,R1620,8004000.0
Allianz,2019,S050102,C0300,R1620,15479000.0
Allianz,2019,S050102,C0210,R1700,56542000.0
Allianz,2019,S050102,C0220,R1700,28933000.0
Allianz,2019,S050102,C0230,R1700,287142000.0
Allianz,2019,S050102,C0240,R1700,140312000.0
Allianz,2019,S050102,C0300,R1700,512929000.0
Allianz,2019,S050102,C0220,| R1710 |,9412000.0
Allianz,2019,S050102,C0230,| R1710 |,64314000.0
Allianz,2019,S050102,C0240,| R1710 |,-5791000.0
Allianz,2019,S050102,C0300,| R1710 |,67935000.0
Allianz,2019,S050102,C0220,R1720,0.0
Allianz,2019,S050102,C0230,R1720,0.0
Allianz,2019,S050102,C0240,R1720,92000.0
Allianz,2019,S050102,C0300,R1720,92000.0
Allianz,2019,S050102,C0220,R1800,9412000.0
Allianz,2019,S050102,C0230,R1800,64314000.0
Allianz,2019,S050102,C0240,R1800,-5883000.0
Allianz,2019,S050102,C0300,R1800,67843000.0
Allianz,2019,S050102,C0210,R1900,23608000.0
Allianz,2019,S050102,C0220,R1900,4728000.0
Allianz,2019,S050102,C0230,R1900,51031000.0
Allianz,2019,S050102,C0240,R1900,127712000.0
Allianz,2019,S050102,C0300,R1900,207079000.0
Allianz,2019,S050102,C0300,R2500,3903000.0
Allianz,2019,S050102,C0300,R2600,210982000.0
Allianz,2019,S050102,C0150,R1410,603101000.0
Allianz,2019,S050102,C0160,R1410,603101000.0
Allianz,2019,S050102,C0150,R1420,24846000.0
Allianz,2019,S050102,C0160,R1420,24846000.0
Allianz,2019,S050102,C0150,R1500,578255000.0
Allianz,2019,S050102,C0160,R1500,578255000.0
Allianz,2019,S050102,C0150,R1510,603577000.0
Allianz,2019,S050102,C0160,R1510,603577000.0
Allianz,2019,S050102,C0150,R1520,24761000.0
Allianz,2019,S050102,C0160,R1520,24761000.0
Allianz,2019,S050102,C0150,R1600,578816000.0
Allianz,2019,S050102,C0160,R1600,578816000.0
Allianz,2019,S050102,C0150,R1610,528408000.0
Allianz,2019,S050102,C0160,R1610,528408000.0
Allianz,2019,S050102,C0150,R1620,15479000.0
Allianz,2019,S050102,C0160,R1620,15479000.0
Allianz,2019,S050102,C0150,R1700,512929000.0
Allianz,2019,S050102,C0160,R1700,512929000.0
Allianz,2019,S050102,C0150,R1710,67935000.0
Allianz,2019,S050102,C0160,R1710,67935000.0
Allianz,2019,S050102,C0150,R1720,92000.0
Allianz,2019,S050102,C0160,R1720,92000.0
Allianz,2019,S050102,C0150,R1800,67843000.0
Allianz,2019,S050102,C0160,R1800,67843000.0
Allianz,2019,S050102,C0150,R1900,207079000.0
Allianz,2019,S050102,C0160,R1900,207079000.0
Allianz,2019,S050102,C0160,R2500,3903000.0
Allianz,2019,S050102,C0160,R2600,210982000.0
Allianz,2019,S230101,C0010,R0010,118631000.0
Allianz,2019,S230101,C0020,R0010,118631000.0
Allianz,2019,S230101,C0040,R0010,0.0
Allianz,2019,S230101,C0010,R0030,69735000.0
Allianz,2019,S230101,C0020,R0030,69735000.0
Allianz,2019,S230101,C0040,R0030,0.0
Allianz,2019,S230101,C0010,R0040,0.0
Allianz,2019,S230101,C0040,R0040,0.0
Allianz,2019,S230101,C0030,R0050,0.0
Allianz,2019,S230101,C0040,R0050,0.0
Allianz,2019,S230101,C0010,R0070,0.0
Allianz,2019,S230101,C0010,R0090,0.0
Allianz,2019,S230101,C0030,R0090,0.0
Allianz,2019,S230101,C0040,R0090,0.0
Allianz,2019,S230101,C0010,R0110,0.0
Allianz,2019,S230101,C0040,R0110,0.0
Allianz,2019,S230101,C0010,R0130,581413000.0
Allianz,2019,S230101,C0020,R0130,581413000.0
Allianz,2019,S230101,C0010,R0140,0.0
Allianz,2019,S230101,C0040,R0140,0.0
Allianz,2019,S230101,C0010,R0160,0.0
Allianz,2019,S230101,C0050,R0160,0.0
Allianz,2019,S230101,C0030,R0180,0.0
Allianz,2019,S230101,C0040,R0180,0.0
Allianz,2019,S230101,C0030,R0230,0.0
Allianz,2019,S230101,C0040,R0230,0.0
Allianz,2019,S230101,C0010,R0290,769779000.0
Allianz,2019,S230101,C0020,R0290,769779000.0
Allianz,2019,S230101,C0040,R0290,0.0
Allianz,2019,S230101,C0040,R0300,0.0
Allianz,2019,S230101,C0010,R0310,0.0
Allianz,2019,S230101,C0040,R0310,0.0
Allianz,2019,S230101,C0040,R0320,0.0
Allianz,2019,S230101,C0010,R0330,0.0
Allianz,2019,S230101,C0040,R0330,0.0
Allianz,2019,S230101,C0010,R0340,0.0
Allianz,2019,S230101,C0040,R0340,0.0
Allianz,2019,S230101,C0010,R0350,0.0
Allianz,2019,S230101,C0040,R0350,0.0
Allianz,2019,S230101,C0010,R0360,0.0
Allianz,2019,S230101,C0040,R0360,0.0
Allianz,2019,S230101,C0040,R0370,0.0
Allianz,2019,S230101,C0040,R0390,0.0
Allianz,2019,S230101,C0010,R0400,0.0
Allianz,2019,S230101,C0040,R0400,0.0
Allianz,2019,S230101,C0010,R0500,769779000.0
Allianz,2019,S230101,C0020,R0500,769779000.0
Allianz,2019,S230101,C0040,R0500,0.0
Allianz,2019,S230101,C0010,R0510,693716000.0
Allianz,2019,S230101,C0020,R0510,693716000.0
Allianz,2019,S230101,C0030,R0510,0.0
Allianz,2019,S230101,C0040,R0510,0.0
Allianz,2019,S230101,C0010,R0540,693716000.0
Allianz,2019,S230101,C0020,R0540,693716000.0
Allianz,2019,S230101,C0030,R0540,0.0
Allianz,2019,S230101,C0040,R0540,0.0
Allianz,2019,S230101,C0010,R0550,693716000.0
Allianz,2019,S230101,C0020,R0550,693716000.0
Allianz,2019,S230101,C0030,R0550,0.0
Allianz,2019,S230101,C0040,R0550,0.0
Allianz,2019,S230101,C0010,R0580,223401000.0
Allianz,2019,S230101,C0010,R0600,60408000.0
Allianz,2019,S230101,C0010,R0620,3.4457
Allianz,2019,S230101,C0010,R0640,12.743
Allianz,2019,S230101,C0060,R0700,772534000.0
Allianz,2019,S230101,C0060,R0710,0.0
Allianz,2019,S230101,C0060,R0720,2755000.0
Allianz,2019,S230101,C0060,R0730,188366000.0
Allianz,2019,S230101,C0060,R0740,0.0
Allianz,2019,S230101,C0060,R0760,581413000.0
Allianz,2019,S230101,C0060,R0780,0.0
Allianz,2019,S230101,C0060,R0790,344023000.0
Allianz,2019,S250121,C0040,R0010,83920000.0
Allianz,2019,S250121,C0040,R0020,3473000.0
Allianz,2019,S250121,C0040,R0030,216280000.0
Allianz,2019,S250121,C0090,R0040,0.0
Allianz,2019,S250121,C0040,R0060,-51824000.0
Allianz,2019,S250121,C0040,R0100,251849000.0
Allianz,2019,S250121,C0100,R0130,21122000.0
Allianz,2019,S250121,C0100,R0140,-218000.0
Allianz,2019,S250121,C0100,R0150,-49352000.0
Allianz,2019,S250121,C0100,R0200,223401000.0
Allianz,2019,S250121,C0100,R0220,223401000.0
Allianz,2019,S280101,C0040,R0200,60408000.0
Allianz,2019,S280101,C0050,R0210,218955000.0
Allianz,2019,S280101,C0050,R0220,4617000.0
Allianz,2019,S280101,C0050,R0230,1498786000.0
Allianz,2019,S280101,C0060,R0250,60078237000.0
Allianz,2019,S280101,C0070,R0300,60408000.0
Allianz,2019,S280101,C0070,R0310,223401000.0
Allianz,2019,S280101,C0070,R0320,100530000.0
Allianz,2019,S280101,C0070,R0330,55850000.0
Allianz,2019,S280101,C0070,R0340,60408000.0
Allianz,2019,S280101,C0070,R0350,15768000.0
Allianz,2019,S280101,C0070,R0400,60408000.0
Allianz,2020,S020102,C0010,R0030,0.0
Allianz,2020,S020102,C0010,R0040,0.0
Allianz,2020,S020102,C0010,R0050,0.0
Allianz,2020,S020102,C0010,R0060,8368000.0
Allianz,2020,S020102,C0010,R0070,1001967000.0
Allianz,2020,S020102,C0010,R0080,0.0
Allianz,2020,S020102,C0010,R0090,0.0
Allianz,2020,S020102,C0010,R0100,0.0
Allianz,2020,S020102,C0010,R0110,0.0
Allianz,2020,S020102,C0010,R0120,0.0
Allianz,2020,S020102,C0010,R0130,875297000.0
Allianz,2020,S020102,C0010,R0140,875297000.0
Allianz,2020,S020102,C0010,R0150,0.0
Allianz,2020,S020102,C0010,R0160,0.0
Allianz,2020,S020102,C0010,R0170,0.0
Allianz,2020,S020102,C0010,R0180,82702000.0
Allianz,2020,S020102,C0010,R0190,900000.0
Allianz,2020,S020102,C0010,R0200,43068000.0
Allianz,2020,S020102,C0010,R0210,0.0
Allianz,2020,S020102,C0010,R0220,1742697000.0
Allianz,2020,S020102,C0010,R0230,0.0
Allianz,2020,S020102,C0010,R0240,0.0
Allianz,2020,S020102,C0010,R0250,0.0
Allianz,2020,S020102,C0010,R0260,0.0
Allianz,2020,S020102,C0010,R0270,-8879000.0
Allianz,2020,S020102,C0010,R0280,0.0
Allianz,2020,S020102,C0010,R0290,0.0
Allianz,2020,S020102,C0010,R0300,0.0
Allianz,2020,S020102,C0010,R0310,-7263000.0
Allianz,2020,S020102,C0010,R0320,0.0
Allianz,2020,S020102,C0010,R0330,-7263000.0
Allianz,2020,S020102,C0010,R0340,-1616000.0
Allianz,2020,S020102,C0010,R0350,0.0
Allianz,2020,S020102,C0010,R0360,16830000.0
Allianz,2020,S020102,C0010,R0370,0.0
Allianz,2020,S020102,C0010,R0380,35454000.0
